,name,year,county,time,humans,seed,sheep,lynx,wolf,predators,popst,red_fox,north,east,habitat1,habitat2
707,Alvsb,77,14,50,23.1,20476,7562,0.081,0,0.081,"285,810",85.2,352,101,3.657268978,-0.911660981
708,Goteborg,77,15,50,45.9,23461,7241,0.752,0,0.752,"244,010",93.8,381,44,1.396316619,2.887332404
709,Kalmar,77,17,50,20.5,12553,9269,0,0,0,"239,847",75,237,323,3.657268978,-0.911660981
710,Halland,77,19,50,23,23477,9559,0,0,0,"131,710",53,208,107,1.05374808,3.462937462
711,Kronob,77,20,50,17.6,12140,8926,0,0,0,"165,531",23.9,184,224,3.657268978,-0.911660981
712,Kristian,77,21,50,36.3,28070,14432,0,0,0,"229,176",85.2,103,170,-3.194101806,10.60044019
713,Blek,77,22,50,43.1,21329,13999,0,0,0,"131,812",34,120,263,2.835104484,0.469791159
714,Malmo,77,23,50,66.1,62064,17608,0,0,0,"333,924",94.4,58,136,-3.194101806,10.60044019
715,Norrb,78,1,51,0.9,281,377,0.047,0.189,0.236,"90,761",3,1439,513,-5.108696594,-3.057622193
716,Vasterb,78,2,51,1.8,578,950,0.118,0.067,0.185,"106,435",7.2,1179,415,-5.309734561,-3.355977912
717,Jamt,78,3,51,1.5,373,2051,0.222,0.24,0.462,"83,623",6.5,976,222,-4.993817756,-2.887133211
718,Vastern,78,4,51,7.3,1710,3462,0.606,0.043,0.649,"169,195",21.1,962,387,-4.781058813,-2.548038063
719,Gavle,78,5,51,9,2764,3782,0.354,0,0.354,"178,728",16.8,756,336,-4.062374376,-1.464477498
720,Koppar,78,6,51,6.3,3434,3556,0.23,0.033,0.263,"190,133",19.3,696,221,-5.0056477,-2.88665074
721,Varm,78,7,51,13.8,8552,4706,0.619,0,0.619,"268,417",80.4,564,140,-3.511004297,-2.628673034
722,Upps,78,8,51,15.4,13333,5556,0.555,0,0.555,"111,019",73,588,422,3.657268978,-0.911660981
723,Vastml,78,9,51,19.4,16122,4556,0,0,0,"128,491",37.3,557,337,3.154624876,-0.893471208
724,Stock,78,10,51,46.5,15222,6058,0,0,0,"315,796",50.7,519,453,3.657268978,-0.911660981
725,Orebro,78,11,51,19.5,12151,4165,0,0,0,"182,263",29.8,499,254,1.462591827,-1.005609686
726,Soderml,78,12,51,22.3,16642,7940,0,0,0,"147,186",82.8,463,361,3.657268978,-0.911660981
727,Skara,78,13,51,31.4,36118,8380,0,0,0,"257,942",109.1,382,170,0,0
728,Alvsb,78,14,51,23.3,20711,7407,0.161,0,0.161,"288,947",82.8,352,101,3.657268978,-0.911660981
729,Goteborg,78,15,51,49.1,23654,7944,0,0,0,"261,114",102.8,381,44,1.396316619,2.887332404
730,Kalmar,78,17,51,21,12760,9533,0,0,0,"245,105",74.1,237,323,3.657268978,-0.911660981
731,Halland,78,19,51,23.7,24338,9790,0,0.175,0.175,"135,299",77.8,208,107,1.05374808,3.462937462
732,Kronob,78,20,51,18,12059,8475,0,0,0,"169,736",49.3,184,224,3.657268978,-0.911660981
733,Kristian,78,21,51,36.5,28185,14661,0,0,0,"230,619",68.1,103,170,-3.194101806,10.60044019
734,Blek,78,22,51,45,22211,12125,0,0,0,"137,477",56,120,263,2.835104484,0.469791159
735,Malmo,78,23,51,69.2,61957,17595,0,0,0,"349,310",106.9,58,136,-3.194101806,10.60044019
736,Norrb,79,1,52,0.9,284,367,0.038,0.236,0.274,"90,761",3,1439,513,-5.108696594,-3.057622193
737,Vasterb,79,2,52,1.8,587,956,0.051,0.101,0.152,"106,435",8.8,1179,415,-5.309734561,-3.355977912
738,Jamt,79,3,52,1.5,384,1987,0.166,0.222,0.388,"83,623",4.3,976,222,-4.993817756,-2.887133211
739,Vastern,79,4,52,7.3,1798,3501,0.389,0,0.389,"169,195",18.1,962,387,-4.781058813,-2.548038063
740,Gavle,79,5,52,9,2725,3591,0.456,0,0.456,"178,728",17.1,756,336,-4.062374376,-1.464477498
741,Koppar,79,6,52,6.3,3358,3821,0.099,0,0.099,"190,133",15.6,696,221,-5.0056477,-2.88665074
742,Varm,79,7,52,13.8,8557,4232,1.238,0,1.238,"268,417",64.9,564,140,-3.511004297,-2.628673034
743,Upps,79,8,52,15.4,13713,5603,0,0,0,"111,019",81.6,588,422,3.657268978,-0.911660981
744,Vastml,79,9,52,19.4,16232,4587,0,0,0,"128,491",56.2,557,337,3.154624876,-0.893471208
745,Stock,79,10,52,46.5,15146,5998,0,0,0,"315,796",81.9,519,453,3.657268978,-0.911660981
746,Orebro,79,11,52,19.5,12258,4020,0,0,0,"182,263",33.4,499,254,1.462591827,-1.005609686
747,Soderml,79,12,52,22.3,16858,7752,0,0,0,"147,186",122.8,463,361,3.657268978,-0.911660981
748,Skara,79,13,52,31.4,37376,8224,0,0,0,"257,942",109.4,382,170,0,0
749,Alvsb,79,14,52,23.3,20068,7504,0.161,0,0.161,"288,947",106.4,352,101,3.657268978,-0.911660981
750,Goteborg,79,15,52,49.1,23617,7769,0.752,0,0.752,"261,114",100.4,381,44,1.396316619,2.887332404
751,Kalmar,79,17,52,21,12767,9406,0,0,0,"245,105",88.2,237,323,3.657268978,-0.911660981
752,Halland,79,19,52,23.7,24409,10100,0,0,0,"135,299",65.2,208,107,1.05374808,3.462937462
753,Kronob,79,20,52,18,11638,8308,0,0,0,"169,736",43.7,184,224,3.657268978,-0.911660981
754,Kristian,79,21,52,36.5,28942,12352,0,0,0,"230,619",83.3,103,170,-3.194101806,10.60044019
755,Blek,79,22,52,45,23619,12155,0,0,0,"137,477",88.4,120,263,2.835104484,0.469791159
756,Malmo,79,23,52,69.2,62828,17072,0,0,0,"349,310",106.7,58,136,-3.194101806,10.60044019
757,Norrb,80,1,53,0.9,291,304,0,0.151,0.151,"90,761",3.5,1439,513,-5.108696594,-3.057622193
758,Vasterb,80,2,53,1.8,573,847,0.034,0.084,0.118,"106,435",9.6,1179,415,-5.309734561,-3.355977912
759,Jamt,80,3,53,1.5,389,1947,0.055,0.277,0.332,"83,623",7.7,976,222,-4.993817756,-2.887133211
760,Vastern,80,4,53,7.3,1830,3300,0.173,0,0.173,"169,195",26.3,962,387,-4.781058813,-2.548038063
761,Gavle,80,5,53,9,2641,3544,0.304,0,0.304,"178,728",18.9,756,336,-4.062374376,-1.464477498
762,Koppar,80,6,53,6.3,3348,3740,0.033,0,0.033,"190,133",15.4,696,221,-5.0056477,-2.88665074
763,Varm,80,7,53,13.8,8586,4223,0.361,0,0.361,"268,417",48.7,564,140,-3.511004297,-2.628673034
764,Upps,80,8,53,15.4,14173,5451,0,0,0,"111,019",89.5,588,422,3.657268978,-0.911660981
765,Vastml,80,9,53,19.4,16666,4180,0.151,0,0.151,"128,491",82.6,557,337,3.154624876,-0.893471208
766,Stock,80,10,53,46.5,15128,5867,0,0,0,"315,796",118.9,519,453,3.657268978,-0.911660981
767,Orebro,80,11,53,19.5,12446,3784,0.107,0,0.107,"182,263",67,499,254,1.462591827,-1.005609686
768,Soderml,80,12,53,22.3,16854,7752,0,0,0,"147,186",150.2,463,361,3.657268978,-0.911660981
769,Skara,80,13,53,31.4,39620,8234,0,0,0,"257,942",59.7,382,170,0,0
770,Alvsb,80,14,53,23.3,20399,7269,0,0,0,"288,947",61.8,352,101,3.657268978,-0.911660981
771,Goteborg,80,15,53,49.1,23292,7051,0.376,0,0.376,"261,114",110.7,381,44,1.396316619,2.887332404
772,Ostergl,80,16,53,22.9,18445,6132,0,0,0,"267,133",106.7,375,302,3.657268978,-0.911660981
773,Kalmar,80,17,53,21,12749,9262,0,0,0,"245,105",85.9,237,323,3.657268978,-0.911660981
774,Jonk,80,18,53,18.3,14491,9580,0,0,0,"196,271",45.4,269,217,3.657268978,-0.911660981
775,Halland,80,19,53,23.7,25630,9894,0,0,0,"135,299",77.5,208,107,1.05374808,3.462937462
776,Kronob,80,20,53,18,11562,7952,0,0,0,"169,736",66.2,184,224,3.657268978,-0.911660981
777,Kristian,80,21,53,36.5,29108,12544,0,0,0,"230,619",100.5,103,170,-3.194101806,10.60044019
778,Blek,80,22,53,45,23225,11505,0,0,0,"137,477",83.1,120,263,2.835104484,0.469791159
779,Malmo,80,23,53,69.2,63584,16316,0,0,0,"349,310",157.8,58,136,-3.194101806,10.60044019
780,Norrb,81,1,54,0.9,300,276,0,0.311,0.311,"90,761",3.6,1439,513,-5.108696594,-3.057622193
781,Vasterb,81,2,54,1.8,599,702,0.017,0.067,0.084,"106,435",6.6,1179,415,-5.309734561,-3.355977912
782,Jamt,81,3,54,1.5,397,1903,0.111,0.092,0.203,"83,623",9.5,976,222,-4.993817756,-2.887133211
783,Vastern,81,4,54,7.3,1826,2831,0.043,0,0.043,"169,195",28,962,387,-4.781058813,-2.548038063
784,Gavle,81,5,54,9,2708,3436,0.152,0,0.152,"178,728",29.7,756,336,-4.062374376,-1.464477498
785,Koppar,81,6,54,6.3,3373,3519,0.197,0,0.197,"190,133",15.4,696,221,-5.0056477,-2.88665074
786,Varm,81,7,54,13.8,8653,4361,0.258,0,0.258,"268,417",50.1,564,140,-3.511004297,-2.628673034
787,Upps,81,8,54,15.4,14370,4470,0,0,0,"111,019",85.1,588,422,3.657268978,-0.911660981
788,Vastml,81,9,54,19.4,16969,4015,0.151,0,0.151,"128,491",64.3,557,337,3.154624876,-0.893471208
789,Stock,81,10,54,46.5,15533,5643,0,0,0,"315,796",65.3,519,453,3.657268978,-0.911660981
790,Orebro,81,11,54,19.5,12544,3549,0.214,0,0.214,"182,263",43.5,499,254,1.462591827,-1.005609686
791,Soderml,81,12,54,22.3,17430,7178,0,0,0,"147,186",123.5,463,361,3.657268978,-0.911660981
792,Skara,81,13,54,31.4,39837,7919,0,0,0,"257,942",84.2,382,170,0,0
793,Alvsb,81,14,54,23.3,20500,6693,0,0,0,"288,947",69.7,352,101,3.657268978,-0.911660981
794,Goteborg,81,15,54,49.1,23341,6833,0,0,0,"261,114",107.1,381,44,1.396316619,2.887332404
795,Ostergl,81,16,54,22.9,18078,5515,0,0,0,"267,133",98.8,375,302,3.657268978,-0.911660981
796,Kalmar,81,17,54,21,13302,9023,0,0,0,"245,105",69.7,237,323,3.657268978,-0.911660981
797,Jonk,81,18,54,18.3,14729,9515,0,0,0,"196,271",40.2,269,217,3.657268978,-0.911660981
798,Halland,81,19,54,23.7,26256,9025,0,0,0,"135,299",47,208,107,1.05374808,3.462937462
799,Kronob,81,20,54,18,11415,7829,0,0,0,"169,736",27.1,184,224,3.657268978,-0.911660981
800,Kristian,81,21,54,36.5,29194,12366,0,0,0,"230,619",97.7,103,170,-3.194101806,10.60044019
801,Blek,81,22,54,45,23225,10359,0,0,0,"137,477",56.6,120,263,2.835104484,0.469791159
802,Malmo,81,23,54,69.2,65158,15061,0,0,0,"349,310",77.2,58,136,-3.194101806,10.60044019
803,Norrb,82,1,55,0.9,299,289,0.009,0.321,0.33,"90,761",3.5,1439,513,-5.108696594,-3.057622193
804,Vasterb,82,2,55,1.8,625,729,0,0.017,0.017,"106,435",4.2,1179,415,-5.309734561,-3.355977912
805,Jamt,82,3,55,1.5,419,1999,0.092,0.037,0.129,"83,623",8.3,976,222,-4.993817756,-2.887133211
806,Vastern,82,4,55,7.3,1833,2816,0.216,0,0.216,"169,195",26,962,387,-4.781058813,-2.548038063
807,Gavle,82,5,55,9,2741,3515,0,0,0,"178,728",28.5,756,336,-4.062374376,-1.464477498
808,Koppar,82,6,55,6.3,3408,3519,0.164,0,0.164,"190,133",15,696,221,-5.0056477,-2.88665074
809,Varm,82,7,55,13.8,8623,4250,0.206,0,0.206,"268,417",20.3,564,140,-3.511004297,-2.628673034
810,Upps,82,8,55,15.4,14445,4470,0,0,0,"111,019",65,588,422,3.657268978,-0.911660981
811,Vastml,82,9,55,19.4,17471,3948,0.302,0,0.302,"128,491",20.1,557,337,3.154624876,-0.893471208
812,Stock,82,10,55,46.5,16304,5785,0,0,0,"315,796",88.2,519,453,3.657268978,-0.911660981
813,Orebro,82,11,55,19.5,12932,3610,0,0,0,"182,263",43.5,499,254,1.462591827,-1.005609686
814,Soderml,82,12,55,22.3,18000,6549,0,0,0,"147,186",119.1,463,361,3.657268978,-0.911660981
815,Skara,82,13,55,31.4,41192,8086,0,0,0,"257,942",75.5,382,170,0,0
816,Alvsb,82,14,55,23.3,20681,6742,0,0,0,"288,947",57.4,352,101,3.657268978,-0.911660981
817,Goteborg,82,15,55,49.1,23389,6979,0,0,0,"261,114",78.2,381,44,1.396316619,2.887332404
818,Ostergl,82,16,55,22.9,18487,5752,0,0,0,"267,133",85.3,375,302,3.657268978,-0.911660981
819,Kalmar,82,17,55,21,13304,8854,0,0,0,"245,105",64.8,237,323,3.657268978,-0.911660981
820,Jonk,82,18,55,18.3,15163,9356,0,0,0,"196,271",28.4,269,217,3.657268978,-0.911660981
821,Halland,82,19,55,23.7,26329,9213,0,0,0,"135,299",56.3,208,107,1.05374808,3.462937462
822,Kronob,82,20,55,18,11593,8127,0,0,0,"169,736",63.3,184,224,3.657268978,-0.911660981
823,Kristian,82,21,55,36.5,29436,12391,0,0,0,"230,619",96.1,103,170,-3.194101806,10.60044019
824,Blek,82,22,55,45,23225,10352,0,0,0,"137,477",52,120,263,2.835104484,0.469791159
825,Malmo,82,23,55,69.2,64348,15327,0,0,0,"349,310",104.9,58,136,-3.194101806,10.60044019
826,Norrb,83,1,56,0.9,308,332,0,0.113,0.113,"96,241",3.6,1439,513,-5.108696594,-3.057622193
827,Vasterb,83,2,56,1.9,631,805,0,0.034,0.034,"113,541",6.8,1179,415,-5.309734561,-3.355977912
828,Jamt,83,3,56,1.7,429,1987,0.074,0.018,0.092,"93,091",7,976,222,-4.993817756,-2.887133211
829,Vastern,83,4,56,8,1903,2897,0.13,0,0.13,"184,884",35.8,962,387,-4.781058813,-2.548038063
830,Gavle,83,5,56,9.7,2730,3512,0.051,0,0.051,"191,223",45.5,756,336,-4.062374376,-1.464477498
831,Koppar,83,6,56,6.4,3436,3536,0.099,0,0.099,"194,291",18,696,221,-5.0056477,-2.88665074
832,Varm,83,7,56,13.4,8604,4227,0.464,0,0.464,"259,958",29.6,564,140,-3.511004297,-2.628673034
833,Upps,83,8,56,16.2,14999,4473,0,0,0,"116,406",79.1,588,422,3.657268978,-0.911660981
834,Vastml,83,9,56,20,17791,3832,0,0,0,"132,056",67.9,557,337,3.154624876,-0.893471208
835,Stock,83,10,56,53.7,17024,5836,0,0,0,"364,529",99.4,519,453,3.657268978,-0.911660981
836,Orebro,83,11,56,19.5,13161,3559,0,0,0,"182,513",47,499,254,1.462591827,-1.005609686
837,Soderml,83,12,56,22.7,18384,6419,0,0,0,"150,032",144.4,463,361,3.657268978,-0.911660981
838,Skara,83,13,56,30.8,41493,7796,0,0,0,"253,467",107.9,382,170,0,0
839,Alvsb,83,14,56,22.8,20775,6555,0.242,0,0.242,"282,335",81.8,352,101,3.657268978,-0.911660981
840,Goteborg,83,15,56,52.8,25338,6490,0,0,0,"281,001",89.8,381,44,1.396316619,2.887332404
841,Ostergl,83,16,56,23,18993,5703,0,0,0,"267,842",120,375,302,3.657268978,-0.911660981
842,Kalmar,83,17,56,20.6,13328,8963,0,0,0,"240,507",159.7,237,323,3.657268978,-0.911660981
843,Jonk,83,18,56,18.4,15226,9293,0,0,0,"197,392",51,269,217,3.657268978,-0.911660981
844,Halland,83,19,56,23.9,27098,9116,0,0,0,"136,973",92.5,208,107,1.05374808,3.462937462
845,Kronob,83,20,56,17.7,11691,8142,0,0,0,"166,881",69.8,184,224,3.657268978,-0.911660981
846,Kristian,83,21,56,35.9,29505,12464,0.317,0,0.317,"226,787",99.6,103,170,-3.194101806,10.60044019
847,Blek,83,22,56,45.8,23225,10148,0,0,0,"140,071",93.6,120,263,2.835104484,0.469791159
848,Malmo,83,23,56,70.9,64635,14847,0,0,0,"358,178",115,58,136,-3.194101806,10.60044019
849,Norrb,84,1,57,0.9,323,337,0,0.358,0.358,"96,241",5.9,1439,513,-5.108696594,-3.057622193
850,Vasterb,84,2,57,1.9,652,822,0,0.169,0.169,"113,541",10.8,1179,415,-5.309734561,-3.355977912
851,Jamt,84,3,57,1.7,404,1952,0.074,0.018,0.092,"93,091",10.2,976,222,-4.993817756,-2.887133211
852,Vastern,84,4,57,8,1944,3411,0,0,0,"184,884",31.9,962,387,-4.781058813,-2.548038063
853,Gavle,84,5,57,9.7,2826,3685,0,0,0,"191,223",48.5,756,336,-4.062374376,-1.464477498
854,Koppar,84,6,57,6.4,3456,3507,0.23,0,0.23,"194,291",22.3,696,221,-5.0056477,-2.88665074
855,Varm,84,7,57,13.4,8546,4168,0.155,0,0.155,"259,958",35.5,564,140,-3.511004297,-2.628673034
856,Upps,84,8,57,16.2,15419,4474,0,0,0,"116,406",93.1,588,422,3.657268978,-0.911660981
857,Vastml,84,9,57,20,17791,3832,0,0,0,"132,056",104.5,557,337,3.154624876,-0.893471208
858,Stock,84,10,57,53.7,17424,5871,0,0,0,"364,529",141.3,519,453,3.657268978,-0.911660981
859,Orebro,84,11,57,19.5,13440,3487,0,0,0,"182,513",63.7,499,254,1.462591827,-1.005609686
860,Soderml,84,12,57,22.7,18852,6886,0,0,0,"150,032",149.7,463,361,3.657268978,-0.911660981
861,Skara,84,13,57,30.8,42165,7735,0,0,0,"253,467",107.9,382,170,0,0
862,Alvsb,84,14,57,22.8,21002,6289,0.081,0,0.081,"282,335",91.9,352,101,3.657268978,-0.911660981
863,Goteborg,84,15,57,52.8,23423,6637,0,0,0,"281,001",94.7,381,44,1.396316619,2.887332404
864,Ostergl,84,16,57,23,18637,5588,0,0,0,"267,842",136.5,375,302,3.657268978,-0.911660981
865,Kalmar,84,17,57,20.6,14252,8864,0,0,0,"240,507",102.2,237,323,3.657268978,-0.911660981
866,Jonk,84,18,57,18.4,15316,9301,0,0,0,"197,392",77.2,269,217,3.657268978,-0.911660981
867,Halland,84,19,57,23.9,27328,8928,0,0,0,"136,973",90.7,208,107,1.05374808,3.462937462
868,Kronob,84,20,57,17.7,12083,8096,0,0,0,"166,881",87.8,184,224,3.657268978,-0.911660981
869,Kristian,84,21,57,35.9,31561,11061,1.583,0,1.583,"226,787",118.4,103,170,-3.194101806,10.60044019
870,Blek,84,22,57,45.8,23225,10350,0,0,0,"140,071",101.5,120,263,2.835104484,0.469791159
871,Malmo,84,23,57,70.9,65613,14250,0,0,0,"358,178",119.2,58,136,-3.194101806,10.60044019
872,Norrb,85,1,58,0.9,321,339,0,0.179,0.179,"96,241",5.1,1439,513,-5.108696594,-3.057622193
873,Vasterb,85,2,58,1.9,548,949,0.034,0.017,0.051,"113,541",8.8,1179,415,-5.309734561,-3.355977912
874,Jamt,85,3,58,1.7,416,1831,0.148,0.148,0.296,"93,091",15.7,976,222,-4.993817756,-2.887133211
875,Vastern,85,4,58,8,1937,3408,0,0,0,"184,884",31.6,962,387,-4.781058813,-2.548038063
876,Gavle,85,5,58,9.7,2985,3729,0,0,0,"191,223",88.2,756,336,-4.062374376,-1.464477498
877,Koppar,85,6,58,6.4,3515,3461,0.395,0,0.395,"194,291",26.4,696,221,-5.0056477,-2.88665074
878,Varm,85,7,58,13.4,8546,4168,0.155,0,0.155,"259,958",30.7,564,140,-3.511004297,-2.628673034
879,Upps,85,8,58,16.2,15718,5380,0.139,0,0.139,"116,406",65.6,588,422,3.657268978,-0.911660981
880,Vastml,85,9,58,20,17791,3832,0.302,0,0.302,"132,056",88.2,557,337,3.154624876,-0.893471208
881,Stock,85,10,58,53.7,17934,6109,0,0,0,"364,529",127.6,519,453,3.657268978,-0.911660981
882,Orebro,85,11,58,19.5,13534,3652,0,0,0,"182,513",64,499,254,1.462591827,-1.005609686
883,Soderml,85,12,58,22.7,19276,6105,0,0,0,"150,032",140.2,463,361,3.657268978,-0.911660981
884,Skara,85,13,58,30.8,43441,9131,0,0,0,"253,467",34.2,382,170,0,0
885,Alvsb,85,14,58,22.8,20992,6168,0.161,0,0.161,"282,335",108.4,352,101,3.657268978,-0.911660981
886,Goteborg,85,15,58,52.8,23664,6552,0,0,0,"281,001",75.4,381,44,1.396316619,2.887332404
887,Ostergl,85,16,58,23,18998,6005,0.086,0,0.086,"267,842",73.1,375,302,3.657268978,-0.911660981
888,Kalmar,85,17,58,20.6,13821,9041,0,0,0,"240,507",104.3,237,323,3.657268978,-0.911660981
889,Jonk,85,18,58,18.4,15535,9227,0,0,0,"197,392",97.6,269,217,3.657268978,-0.911660981
890,Halland,85,19,58,23.9,26178,9626,0,0,0,"136,973",82.9,208,107,1.05374808,3.462937462
891,Kronob,85,20,58,17.7,12556,8236,0,0,0,"166,881",88.6,184,224,3.657268978,-0.911660981
892,Kristian,85,21,58,35.9,31880,11718,0,0,0,"226,787",109.4,103,170,-3.194101806,10.60044019
893,Blek,85,22,58,45.8,22276,10375,0,0,0,"140,071",79.2,120,263,2.835104484,0.469791159
894,Malmo,85,23,58,70.9,64128,17414,0,0,0,"358,178",133.6,58,136,-3.194101806,10.60044019
895,Norrb,86,1,59,0.9,338,417,0,0.198,0.198,"96,241",3.6,1439,513,-5.108696594,-3.057622193
896,Vasterb,86,2,59,1.9,539,982,0,0,0,"113,541",9.2,1179,415,-5.309734561,-3.355977912
897,Jamt,86,3,59,1.7,415,1784,0.074,0.018,0.092,"93,091",10,976,222,-4.993817756,-2.887133211
898,Vastern,86,4,59,8,2026,3605,0,0,0,"184,884",24.9,962,387,-4.781058813,-2.548038063
899,Gavle,86,5,59,9.7,2990,3843,0,0,0,"191,223",35.1,756,336,-4.062374376,-1.464477498
900,Koppar,86,6,59,6.4,3314,3273,0.099,0,0.099,"194,291",17.4,696,221,-5.0056477,-2.88665074
901,Varm,86,7,59,13.4,8546,4036,0.155,0,0.155,"259,958",29.6,564,140,-3.511004297,-2.628673034
902,Upps,86,8,59,16.2,15975,4562,0.139,0,0.139,"116,406",74.1,588,422,3.657268978,-0.911660981
903,Vastml,86,9,59,20,17863,3832,0.302,0,0.302,"132,056",90.3,557,337,3.154624876,-0.893471208
904,Stock,86,10,59,53.7,18466,6257,0,0,0,"364,529",109.3,519,453,3.657268978,-0.911660981
905,Orebro,86,11,59,19.5,13684,3500,0,0,0,"182,513",64.5,499,254,1.462591827,-1.005609686
906,Soderml,86,12,59,22.7,19703,5964,0,0,0,"150,032",118.7,463,361,3.657268978,-0.911660981
907,Skara,86,13,59,30.8,40736,8488,0,0,0,"253,467",160.3,382,170,0,0
908,Alvsb,86,14,59,22.8,20761,6685,0.161,0,0.161,"282,335",91.6,352,101,3.657268978,-0.911660981
909,Goteborg,86,15,59,52.8,23993,7012,0.188,0,0.188,"281,001",90.6,381,44,1.396316619,2.887332404
910,Ostergl,86,16,59,23,19653,6039,0,0,0,"267,842",93.1,375,302,3.657268978,-0.911660981
911,Kalmar,86,17,59,20.6,13961,9037,0,0,0,"240,507",110.6,237,323,3.657268978,-0.911660981
912,Jonk,86,18,59,18.4,15680,9412,0,0,0,"197,392",95.5,269,217,3.657268978,-0.911660981
913,Halland,86,19,59,23.9,25581,9637,0,0.175,0.175,"136,973",63.3,208,107,1.05374808,3.462937462
914,Kronob,86,20,59,17.7,13344,8037,0,0,0,"166,881",89.4,184,224,3.657268978,-0.911660981
915,Kristian,86,21,59,35.9,32060,11112,0,0,0,"226,787",105.9,103,170,-3.194101806,10.60044019
916,Blek,86,22,59,45.8,24129,9843,0,0,0,"140,071",74,120,263,2.835104484,0.469791159
917,Malmo,86,23,59,70.9,63015,17026,0,0,0,"358,178",123.1,58,136,-3.194101806,10.60044019
918,Norrb,87,1,60,0.9,397,374,0,0.33,0.33,"96,241",3.6,1439,513,-5.108696594,-3.057622193
919,Vasterb,87,2,60,1.9,531,895,0.017,0,0.017,"113,541",6.3,1179,415,-5.309734561,-3.355977912
920,Jamt,87,3,60,1.7,418,1785,0.018,0.259,0.277,"93,091",8.9,976,222,-4.993817756,-2.887133211
921,Vastern,87,4,60,8,2059,3312,0,0,0,"184,884",24.6,962,387,-4.781058813,-2.548038063
922,Gavle,87,5,60,9.7,3012,3618,0,0,0,"191,223",41.8,756,336,-4.062374376,-1.464477498
923,Koppar,87,6,60,6.4,3358,3115,0.164,0,0.164,"194,291",21.1,696,221,-5.0056477,-2.88665074
924,Varm,87,7,60,13.4,8546,3833,0.155,0,0.155,"259,958",31.5,564,140,-3.511004297,-2.628673034
925,Upps,87,8,60,16.2,16334,4440,0.139,0,0.139,"116,406",118.2,588,422,3.657268978,-0.911660981
926,Vastml,87,9,60,20,17791,3832,0,0,0,"132,056",107.2,557,337,3.154624876,-0.893471208
927,Stock,87,10,60,53.7,19225,6398,0,0,0,"364,529",75.7,519,453,3.657268978,-0.911660981
928,Orebro,87,11,60,19.5,13981,3263,0,0,0,"182,513",74.1,499,254,1.462591827,-1.005609686
929,Soderml,87,12,60,22.7,19481,5924,0,0,0,"150,032",123.5,463,361,3.657268978,-0.911660981
930,Skara,87,13,60,30.8,40434,8065,0,0,0,"253,467",137.1,382,170,0,0
931,Alvsb,87,14,60,22.8,20761,5936,0.242,0,0.242,"282,335",69.3,352,101,3.657268978,-0.911660981
932,Goteborg,87,15,60,52.8,25889,4168,0.188,0,0.188,"281,001",166.5,381,44,1.396316619,2.887332404
933,Ostergl,87,16,60,23,19944,5916,0,0,0,"267,842",101.2,375,302,3.657268978,-0.911660981
934,Kalmar,87,17,60,20.6,15183,8914,0,0,0,"240,507",81.8,237,323,3.657268978,-0.911660981
935,Jonk,87,18,60,18.4,15739,9460,0,0,0,"197,392",71.2,269,217,3.657268978,-0.911660981
936,Halland,87,19,60,23.9,25568,9584,0.175,0,0.175,"136,973",73.6,208,107,1.05374808,3.462937462
937,Kronob,87,20,60,17.7,13738,7635,0,0,0,"166,881",102,184,224,3.657268978,-0.911660981
938,Kristian,87,21,60,35.9,32510,11290,0,0,0,"226,787",114,103,170,-3.194101806,10.60044019
939,Blek,87,22,60,45.8,24552,9538,0,0,0,"140,071",123.1,120,263,2.835104484,0.469791159
940,Malmo,87,23,60,70.9,64882,16517,0,0,0,"358,178",112.3,58,136,-3.194101806,10.60044019
941,Norrb,88,1,61,1,370,284,0,0.16,0.16,"104,783",5.2,1439,513,-5.108696594,-3.057622193
942,Vasterb,88,2,61,2.1,530,789,0.017,0,0.017,"122,784",7,1179,415,-5.309734561,-3.355977912
943,Jamt,88,3,61,1.9,421,1825,0.148,0.129,0.277,"100,455",9.7,976,222,-4.993817756,-2.887133211
944,Vastern,88,4,61,9,2057,2717,0,0,0,"208,763",17.4,962,387,-4.781058813,-2.548038063
945,Gavle,88,5,61,10.5,3118,3583,0,0,0,"206,924",54.8,756,336,-4.062374376,-1.464477498
946,Koppar,88,6,61,6.5,3421,2931,0.132,0,0.132,"197,449",22.3,696,221,-5.0056477,-2.88665074
947,Varm,88,7,61,13.1,8546,3873,0.052,0,0.052,"253,326",35.7,564,140,-3.511004297,-2.628673034
948,Upps,88,8,61,16.8,16707,4451,0,0,0,"121,091",116.2,588,422,3.657268978,-0.911660981
949,Vastml,88,9,61,20.8,17791,3828,0,0,0,"137,453",40.5,557,337,3.154624876,-0.893471208
950,Stock,88,10,61,58.8,19138,6341,0,0,0,"399,169",73.2,519,453,3.657268978,-0.911660981
951,Orebro,88,11,61,19.5,14194,3454,0,0,0,"182,557",68.1,499,254,1.462591827,-1.005609686
952,Soderml,88,12,61,23.5,19777,5796,0,0,0,"154,991",119.3,463,361,3.657268978,-0.911660981
953,Skara,88,13,61,30.1,44574,8157,0,0,0,"247,074",108.6,382,170,0,0
954,Alvsb,88,14,61,22.3,20900,5706,0.081,0,0.081,"275,780",62.7,352,101,3.657268978,-0.911660981
955,Goteborg,88,15,61,56,25439,4052,1.128,0,1.128,"297,824",151.5,381,44,1.396316619,2.887332404
